name,email,phone,bio_url,img_url,city,state,population,city_site_url,next_election
Joe Gunter,joe.gunter@ci.salinas.ca.us,831-758-7204,https://www.cityofsalinas.org/our-government/city-council/mayor,https://i2.wp.com/secure.usmayors.org/mayorphotos/Gunter_Joe!1030.JPG?w=1100&ssl=1,Salinas,CA, 156259,http://www.ci.salinas.ca.us,2020-11-03
Larry Klein,mayor@sunnyvale.ca.gov,408-730-7473,https://sunnyvale.ca.gov/civicax/filebank/blobdload.aspx?BlobID=23847,https://i0.wp.com/secure.usmayors.org/mayorphotos/Klein_Larry!54594.jpg?w=1100&ssl=1,Sunnyvale,CA, 153185,http://www.sunnyvale.ca.gov,2020-12-01
Tim Sandoval,mayor@ci.pomona.ca.us,909-620-2051,http://www.ci.pomona.ca.us/index.php/city-council-home/mayor,https://i2.wp.com/secure.usmayors.org/mayorphotos/Sandoval_Tim!53304.jpg?w=1100&ssl=1,Pomona,CA, 152361,http://www.ci.pomona.ca.us,2020-11-03
Paul 'Mac' McNamara,pmcnamara@escondido.org,760-839-4610,https://www.escondido.org/paul-mcnamara-council-member.aspx,https://i1.wp.com/secure.usmayors.org/mayorphotos/McNamara_Paul!54508.jpg?w=1100&ssl=1,Escondido,CA, 152213,http://www.ci.escondido.ca.us,2022-11-08
Patrick J. Furey,pfurey@torranceca.gov,310-618-2801,"https://www.torranceca.gov/government/city-council/furey#:~:text=Furey%20was%20first%20elected%20to,and%20Federal%20Legislative%20Advocacy%20Committee.&text=He%20also%20is%20the%20voting%20delegate%20for%20the%20National%20League%20of%20Cities.",https://i1.wp.com/secure.usmayors.org/mayorphotos/Patrick_Furey!1169.jpg?w=1100&ssl=1,Torrance,CA, 145182,http://TorranceCa.gov,2022-06-07
Terry Tornek,ttornek@cityofpasadena.net,626-744-4111,https://www.cityofpasadena.net/mayor/about-the-mayor/,https://i2.wp.com/secure.usmayors.org/mayorphotos/Tornek_Terry!895.JPG?w=1100&ssl=1,Pasadena,CA, 141371,http://www.cityofpasadena.net,2020-03-03
Jennifer Fitzgerald,jenniferf@cityoffullerton.com,714-738-6311,https://www.cityoffullerton.com/gov/citycouncil/jenniferfitzgerald.asp,https://i2.wp.com/secure.usmayors.org/mayorphotos/Fitzgerald_Jennifer!54910.jpg?w=1100&ssl=1,Fullerton,CA, 139640,http://www.ci.fullerton.ca.us,2020-12-01
Mark A. Murphy,citycouncil@cityoforange.org,714-744-2211,http://www.cityoforange.org/1278/Mayor-Mark-A-Murphy,https://i1.wp.com/secure.usmayors.org/mayorphotos/Murphy_Mark!54513.jpg?w=1100&ssl=1,Orange,CA, 139484,http://www.cityoforange.org,2020-11-03
Bonnie Gore,bgore@roseville.ca.us,916-773-3632,http://roseville.ca.us/government/city_council/meet_council,https://i2.wp.com/secure.usmayors.org/mayorphotos/Gore_Bonnie!54499.jpg?w=1100&ssl=1,Roseville,CA, 139117,http://roseville.ca.us,2020-12-01
Robert R. Link,bob.link@visalia.city,559-713-4512,https://www.visalia.city/government/city_council/mayor_bob_link.asp,https://i2.wp.com/secure.usmayors.org/mayorphotos/Link_Robert!54611.jpg?w=1100&ssl=1,Visalia,CA, 133800,http://www.ci.visalia.ca.us,2021-01-01
Tim McGallian,tim.mcgallian@cityofconcord.org,925-671-3158,http://www.ci.concord.ca.us/239/Mayor-Tim-McGallian,https://i0.wp.com/secure.usmayors.org/mayorphotos/McGallian_Tim!54783.jpg?w=1100&ssl=1,Concord,CA, 129688,http://www.ci.concord.ca.us,2020-12-01
Lisa M. Gillmor,lgillmor@santaclaraca.gov,408-615-2250,"https://www.wef.org.in/mayor-lisa-m-gillmor/#:~:text=Mayor%2C%20City%20Of%20Santa%20Clara&text=She%20has%20served%202%20previous,residential%20and%20commercial%20real%20estate.",https://i2.wp.com/secure.usmayors.org/mayorphotos/Gillmor_Lisa!53030.jpg?w=1100&ssl=1,Santa Clara,CA, 129488,http://www.santaclaraca.gov,2022-11-08
Al Adam,aadam@toaks.org,805-449-2102,https://www.toaks.org/home/showdocument?id=19960,https://i0.wp.com/secure.usmayors.org/mayorphotos/Adam_Al!54941.jpg?w=1100&ssl=1,Thousand Oaks,CA, 127690,https://www.toaks.org,2020-12-01
Keith L. Mashburn,kmashburn@simivalley.org,805-583-6701,https://www.simivalley.org/Home/ShowDocument?id=20212,https://i0.wp.com/secure.usmayors.org/mayorphotos/Mashburn_Keith!54518.jpg?w=1100&ssl=1,Simi Valley,CA, 125851,https://www.simivalley.org/,2020-11-03
Gloria Garcia,ggarcia@ci.victorville.ca.us,760-955-5026,https://www.victorvilleca.gov/government/city-departments/city-clerk/city-council/mayor-gloria-garcia,https://i0.wp.com/secure.usmayors.org/mayorphotos/Garcia_Gloria!1209.JPG?w=1100&ssl=1,Victorville,CA, 122312,http://ci.victorville.ca.us,2020-12-01
Bob Sampayan,mayor@cityofvallejo.net,707-648-4377,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Sampayan_Bob!53294.jpg?w=1100&ssl=1,Vallejo,CA, 121913,http://www.ci.vallejo.ca.us,2020-11-03
Jesse Arreguin,jarreguin@cityofberkeley.info,510-981-7100,http://www.ci.berkeley.ca.us/ContentDisplay.aspx?id=22190,https://i2.wp.com/secure.usmayors.org/mayorphotos/Arreguin_Jesse!53240.jpg?w=1100&ssl=1,Berkeley,CA, 121643,http://www.ci.berkeley.ca.us,2020-11-03
Harry T. Price,hprice@fairfield.ca.gov,707-428-7395,https://www.fairfield.ca.gov/gov/city_council/city_councilmembers/mayor_harry_t_price.asp,https://i2.wp.com/secure.usmayors.org/mayorphotos/Price_Harry!374.jpg?w=1100&ssl=1,Fairfield,CA, 116884,http://www.ci.fairfield.ca.us,2022-11-08
Matt Hall,council@carlsbadca.gov,760-434-2830,http://www.carlsbadca.gov/cityhall/officials/mayor.asp,https://i2.wp.com/secure.usmayors.org/mayorphotos/Hall_Matt!177.JPG?w=1100&ssl=1,Carlsbad,CA, 115877,http://www.ci.carlsbad.ca.us,2022-11-08
Andre Quintero,citycouncil@ci.el-monte.ca.us,626-580-2001,http://www.ci.el-monte.ca.us/Government/CouncilMembersDetail/tabid/198/1/Default.aspx,https://i0.wp.com/secure.usmayors.org/mayorphotos/Quintero_Andre!339.JPG?w=1100&ssl=1,El Monte,CA, 115586,http://www.ci.el-monte.ca.us,2020-11-03
Gene Winderlich,gwunderlich@murrietaca.gov,951-461-6019,https://www.murrietaca.gov/383/Gene-Wunderlich,https://i1.wp.com/secure.usmayors.org/mayorphotos/Winderlich_Gene!54925.jpg?w=1100&ssl=1,Murrieta,CA, 114985,http://www.murrieta.org,2020-12-01
James 'Stew' Stewart,james.stewart@citycouncil.org,951-506-5100,https://temeculaca.gov/1146/Mayor-James-Stew-Stewart,https://i2.wp.com/secure.usmayors.org/mayorphotos/Stewart_James!54988.jpg?w=1100&ssl=1,Temecula,CA, 114742,http://www.cityoftemecula.org,2021-01-01
Katrina Foley,katrina.foley@costamesaca.gov,714-754-5285,https://www.costamesaca.gov/city-hall/city-council/mayor-katrina-foley,https://i0.wp.com/secure.usmayors.org/mayorphotos/Foley_Katrina!53257.jpg?w=1100&ssl=1,Costa Mesa,CA, 113615,http://www.costamesaca.gov,2020-11-03
Blanca Pacheco,bpacheco@downeyca.org,562-904-7274,https://www.downeyca.org/our-city/mayor-city-council/blanca-pacheco-of-district-1,https://i1.wp.com/secure.usmayors.org/mayorphotos/Pacheco_Blanca!54782.jpg?w=1100&ssl=1,Downey,CA, 112269,http://www.downeyca.org,2020-12-01
Drew Bessinger,drewb@cityofclovis.com,559-324-2060,https://cityofclovis.com/government/city-council/drew-bessinger/,https://i1.wp.com/secure.usmayors.org/mayorphotos/Bessinger_Drew!54683.jpg?w=1100&ssl=1,Clovis,CA, 112022,http://www.cityofclovis.com,2021-03-09
Sean Wright,swright@ci.antioch.ca.us,925-757-3309,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Wright_Sean!53238.jpg?w=1100&ssl=1,Antioch,CA, 111535,http://www.ci.antioch.ca.us,2020-11-03
Matt LaVere,mlavere@cityofventura.ca.gov,805-654-7827,https://www.cityofventura.ca.gov/Directory.aspx?EID=79,https://i0.wp.com/secure.usmayors.org/mayorphotos/LaVere_Matt!54661.jpg?w=1100&ssl=1,Ventura,CA, 111128,http://www.ci.ventura.ca.us,2020-12-01
Thomas K. Butt,tom.butt@intres.com,510-620-6503,http://www.ci.richmond.ca.us/index.aspx?NID=401,https://i1.wp.com/secure.usmayors.org/mayorphotos/Butt_Tom!985.JPG?w=1100&ssl=1,Richmond,CA, 110146,http://www.ci.richmond.ca.us,2022-11-08
James T. Butts Jr.,mayor@cityofinglewood.org,310-412-5300,http://www.cityofinglewood.org/city_hall/mayor/default.asp,https://i1.wp.com/secure.usmayors.org/mayorphotos/Butts_James!544.JPG?w=1100&ssl=1,Inglewood,CA, 109419,http://www.cityofinglewood.org,2022-11-08
Anthony Kelly Jr.,akelly@jurupavalley.org,951-332-6464,https://www.jurupavalley.org/222/Anthony-Kelly-Jr,https://i2.wp.com/secure.usmayors.org/mayorphotos/Kelly_Anthony!54915.jpg?w=1100&ssl=1,Jurupa Valley,CA, 108393,http://jurupavalley.org,2020-12-01
Alice M. Patino,apatino@cityofsantamaria.org,805-925-0951x188,http://www.ci.santa-maria.ca.us/3001.shtml,https://i1.wp.com/secure.usmayors.org/mayorphotos/Patino_Alice!1064.jpg?w=1100&ssl=1,Santa Maria,CA, 107408,http://www.ci.santa-maria.ca.us,2020-11-03
Glenn R. Sylvester,citycouncil@dalycity.org,650-991-8008,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Sylvester_Glenn!54905.jpg?w=1100&ssl=1,Daly City,CA, 107008,http://www.dalycity.org,2020-12-01
Tony Wu,tony.wu@westcovina.org,626-939-8401,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Wu_Tony!54944.jpg?w=1100&ssl=1,West Covina,CA, 106311,http://www.westcovina.org,2020-12-01
Jennifer Perez,jperez@norwalkca.gov,562-929-5305,https://www.norwalk.org/city-hall/mayor-and-city-council-information/councilmember-perez,https://i2.wp.com/secure.usmayors.org/mayorphotos/0034N00002lFyVo.jpg?w=1100&ssl=1,Norwalk,CA, 105120,http://www.ci.norwalk.ca.us,2021-04-06
Joe Goethals,jgoethals@cityofsanmateo.org,650-522-7522,https://www.cityofsanmateo.org/2849/Mayor-Joe-Goethals,https://i2.wp.com/secure.usmayors.org/mayorphotos/Goethals_Joe!54985.jpg?w=1100&ssl=1,San Mateo,CA, 105025,http://www.cityofsanmateo.org,2021-01-01
Sharon Springer,sspringer@burbankca.gov,818-238-5750,https://www.burbankca.gov/about-us/city-council/sharon-springer,https://i0.wp.com/secure.usmayors.org/mayorphotos/Springer_Sharon!54898.jpg?w=1100&ssl=1,Burbank,CA, 103695,http://www.ci.burbank.ca.us,2020-12-01
Deborah Robertson,robertsond@rialtoca.gov,909-820-2525,http://www.rialtoca.gov/citycouncil_286.php,https://i1.wp.com/secure.usmayors.org/mayorphotos/Robertson_Deborah!980.jpg?w=1100&ssl=1,Rialto,CA, 103440,http://www.rialtoca.gov,2020-11-03
Bill Wells,bwells@cityofelcajon.us,619-441-1788,https://www.cityofelcajon.us/home/showdocument?id=3258,https://i0.wp.com/secure.usmayors.org/mayorphotos/Wells_Bill!336.JPG?w=1100&ssl=1,El Cajon,CA, 103241,https://www.cityofelcajon.us,2022-11-08
Judy Ritter,jritter@cityofvista.com,760-726-1340,http://www.cityofvista.com/citycouncil/JudyRitter.cfm,https://i2.wp.com/secure.usmayors.org/mayorphotos/Ritter_Judy!1214.JPG?w=1100&ssl=1,Vista,CA, 101224,http://www.cityofvista.com,2022-11-08
Ron Rowlett,ron.rowlett@cityofvacaville.com,707-449-5100,https://www.ci.vacaville.ca.us/city-government/city-council,https://i0.wp.com/secure.usmayors.org/mayorphotos/Rowlett_Ron!54519.jpg?w=1100&ssl=1,Vacaville,CA, 100154,http://www.ci.vacaville.ca.us,2022-11-08
Rebecca Jones,rjones@san-marcos.net,760-744-1050,http://www.san-marcos.net/your-government/city-council/rebecca-jones-mayor,https://i2.wp.com/secure.usmayors.org/mayorphotos/Jones_Rebecca!54517.jpg?w=1100&ssl=1,San Marcos,CA, 96847,http://www.ci.san-marcos.ca.us,2022-11-08
Aja Brown,ajabrown@comptoncity.org,310-605-5585,http://www.comptoncity.org/officials/mayor/default.asp,https://i2.wp.com/secure.usmayors.org/mayorphotos/Brown_Aja!242.jpg?w=1100&ssl=1,Compton,CA, 96617,http://www.comptoncity.org,2021-04-06
Larry Bird,lbird@cityofhesperia.us,760-947-1030,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Bird_Larry!54565.jpg?w=1100&ssl=1,Hesperia,CA, 95274,http://www.cityofhesperia.us,2020-12-01
Brian Goodell,bgoodell@cityofmissionviejo.org,949-470-3050,https://cityofmissionviejo.org/departments/city-manager/mayor-brian-goodell,https://i1.wp.com/secure.usmayors.org/mayorphotos/Goodell_Brian!54897.jpg?w=1100&ssl=1,Mission Viejo,CA, 95202,http://cityofmissionviejo.org,2020-12-01
Randall Stone,randall.stone@chicoca.gov,530-895-4811,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Stone_Randall!54607.jpg?w=1100&ssl=1,Chico,CA, 94776,http://www.chico.ca.us,2021-01-01
Maria Davila,mdavila@sogate.org,323-563-9543,https://www.cityofsouthgate.org/252/Mayor-Maria-Davila,https://i2.wp.com/secure.usmayors.org/mayorphotos/0034N00003493fI.jpg?w=1100&ssl=1,South Gate,CA, 94443,http://www.cityofsouthgate.org,2021-04-06
Bill Zimmerman,bzimmerman@cityofmenifee.us,951-672-6777,http://www.smartvoter.org/2012/11/06/ca/rv/vote/zimmerman_b/bio.html,https://i0.wp.com/secure.usmayors.org/mayorphotos/Zimmerman_Bill!54440.jpg?w=1100&ssl=1,Menifee,CA, 92595,http://cityofmenifee.us,2020-11-03
Albert Robles,arobles@carson.ca.us,310-952-1700,http://ci.carson.ca.us/Government/Mayor.aspx,https://i0.wp.com/secure.usmayors.org/mayorphotos/Robles_Albert!182.jpg?w=1100&ssl=1,Carson,CA, 91909,http://ci.carson.ca.us,2020-11-03
Robert Rickman,council@ci.tracy.ca.us,209-831-4100,http://www.ci.tracy.ca.us/?navId=126,https://i1.wp.com/secure.usmayors.org/mayorphotos/Rickman_Robert!53305.jpg?w=1100&ssl=1,Tracy,CA, 91812,http://www.ci.tracy.ca.us,2020-11-03
Adam McElvain,amcelvain@cityofredding.org,530-225-4447,https://www.cityofredding.org/city-council/adam-mcelvain,https://i0.wp.com/secure.usmayors.org/mayorphotos/McElvain_Adam!54934.jpg?w=1100&ssl=1,Redding,CA, 91772,http://www.ci.redding.ca.us,2020-12-01
Eunice M. Ulloa,administration@cityofchino.org,909-591-9804,http://www.cityofchino.org/government-services/city-council,https://i1.wp.com/secure.usmayors.org/mayorphotos/Ulloa_Eunice!53241.jpg?w=1100&ssl=1,Chino,CA, 91583,http://www.cityofchino.org,2020-11-03
Kevin McKeown,kevin.mckeown@smgov.net,310-458-8201,https://www.smgov.net/departments/council/content.aspx?id=2383,https://i1.wp.com/secure.usmayors.org/mayorphotos/McKeown_Kevin!54938.jpg?w=1100&ssl=1,Santa Monica,CA, 91411,http://santa-monica.org,2020-12-01
Cathy Murillo,cmurillo@santabarbaraca.gov,805-564-5321,https://www.santabarbaraca.gov/gov/cityhall/council/meet/cmurillo.asp,https://i2.wp.com/secure.usmayors.org/mayorphotos/Murillo_Cathy!53963.jpg?w=1100&ssl=1,Santa Barbara,CA, 91350,http://www.santabarbaraca.gov,2021-11-02
Glenn Miller,gmiller@indio.org,760-391-4015,https://www.indio.org/your_government/city_council/council_members/miller.htm,https://i2.wp.com/secure.usmayors.org/mayorphotos/Miller_Glenn!54914.jpg?w=1100&ssl=1,Indio,CA, 91240,http://www.indio.org,2020-12-01
Tri Ta,tta@ci.westminster.ca.us,714-548-3172,http://www.westminster-ca.gov/officials/mayor_council/mayor_protem.asp,https://i1.wp.com/secure.usmayors.org/mayorphotos/Ta_Tri!1267.JPG?w=1100&ssl=1,Westminster,CA, 90938,http://www.ci.westminster.ca.us,2020-11-03
John P. Marchand,mayormarchand@cityoflivermore.net,925-960-4020,http://www.cityoflivermore.net/civicax/filebank/documents/8347/,https://i0.wp.com/secure.usmayors.org/mayorphotos/Marchand_John!650.JPG?w=1100&ssl=1,Livermore,CA, 90269,http://www.ci.livermore.ca.us,2020-11-03
Pauline Russo Cutter,pcutter@sanleandro.org,510-577-3355,http://www.sanleandro.org/depts/council/mayor.asp,https://i0.wp.com/secure.usmayors.org/mayorphotos/0036100000IFgI7AAL.jpg?w=1100&ssl=1,San Leandro,CA, 89703,http://www.sanleandro.org,2022-11-08
Jeff Slowey,jslowey@citrusheights.net,916-725-2448,http://www.citrusheights.net/Directory.aspx?EID=8,https://i0.wp.com/secure.usmayors.org/mayorphotos/Slowey_Jeff!54970.jpg?w=1100&ssl=1,Citrus Heights,CA, 87910,http://www.citrusheights.net,2021-01-01
Alex Vargas,avargas@hawthorneca.gov,310-349-2908,http://www.cityofhawthorne.org/alex-vargas/,https://i0.wp.com/secure.usmayors.org/mayorphotos/Vargas_Alex!497.JPG?w=1100&ssl=1,Hawthorne,CA, 86965,http://www.cityofhawthorne.com,2020-11-03
Diane Howard,dhoward@redwoodcity.org,650-208-4774,https://www.redwoodcity.org/home/showdocument?id=14336,https://i2.wp.com/secure.usmayors.org/mayorphotos/Howard_Diane!54935.jpg?w=1100&ssl=1,Redwood City,CA, 86200,http://www.redwoodcity.org,2021-12-01
Joe Vinatieri,jvcc@bewleylaw.com,562-693-0123,https://www.cityofwhittier.org/government/city-council/city-council-profiles/mayor-joe-vinatieri,https://i2.wp.com/secure.usmayors.org/mayorphotos/Vinatieri_Joe!1278.JPG?w=1100&ssl=1,Whittier,CA, 86064,http://www.cityofwhittier.org,2022-03-08
Neeki Moatazedi,nmoatazedi@lakeforestca.gov,949-461-3400,https://lakeforestca.gov/590/City-Council-Members,https://i1.wp.com/secure.usmayors.org/mayorphotos/Moatazedi_Neeki!54920.jpg?w=1100&ssl=1,Lake Forest,CA, 85623,http://www.lakeforestca.gov,2020-12-01
Will O'Neill,woneill@newportbeachca.gov,949-644-3004,https://www.newportbeachca.gov/government/city-council/find-your-council-district/district-7,https://i0.wp.com/secure.usmayors.org/mayorphotos/ONeill_Will!54926.jpg?w=1100&ssl=1,Newport Beach,CA, 85326,http://www.newportbeachca.gov,2020-12-01
Russ Brown,rbrown@cityofhemet.org,951-765-2300,https://www.hemetca.gov/561/Mayor-Russ-Brown-District-2,https://i0.wp.com/secure.usmayors.org/mayorphotos/Brown_Russ!54911.jpg?w=1100&ssl=1,Hemet,CA, 85275,https://www.hemetca.gov,2020-12-01
Ross J. Maza,luwan@cityofalhambra.org,626-570-5010,https://www.cityofalhambra.org/members/ross-j-maza,https://i0.wp.com/secure.usmayors.org/mayorphotos/Maza_Ross!54892.jpg?w=1100&ssl=1,Alhambra,CA, 84649,http://www.cityofalhambra.org,2020-09-01
Art Bennett,abennett@chinohills.org,909-364-2620,https://www.chinohills.org/175/Art-Bennett,https://i0.wp.com/secure.usmayors.org/mayorphotos/Bennett_Art!54902.jpg?w=1100&ssl=1,Chino Hills,CA, 83447,http://www.chinohills.org,2020-12-01
Margaret Abe-Koga,margaret.abe-koga@mountainview.gov,650-903-6304,https://www.mountainview.gov/civicax/filebank/blobdload.aspx?BlobID=28365,https://i2.wp.com/secure.usmayors.org/mayorphotos/Margaret_Abe-Koga!54808.jpg?w=1100&ssl=1,Mountain View,CA, 83377,https://www.mountainview.gov,2021-01-01
Mike Murphy,mayor@cityofmerced.org,209-385-6210,http://www.murphyformerced.com/about,https://i2.wp.com/secure.usmayors.org/mayorphotos/Murphy_Mike!53192.jpg?w=1100&ssl=1,Merced,CA, 83316,http://cityofmerced.org,2020-11-03
Fred Smith,fsmith@buenapark.com,714-562-3754,http://www.buenapark.com/home/showdocument?id=15192,https://i0.wp.com/secure.usmayors.org/mayorphotos/Smith_Fred!54899.jpg?w=1100&ssl=1,Buena Park,CA, 82421,http://buenapark.com,2020-12-01
Jerry Thorne,jthorne@cityofpleasantonca.gov,925-931-5001,http://www.cityofpleasantonca.gov/gov/depts/manager/council/thorne.asp,https://i1.wp.com/secure.usmayors.org/mayorphotos/Thorne_Jerry!932.JPG?w=1100&ssl=1,Pleasanton,CA, 82372,http://www.cityofpleasantonca.gov,2020-11-03
Benjamin J. Cantu,bcantu@ci.manteca.ca.us,209-456-8017,http://www.ci.manteca.ca.us/mayor-council/CouncilProfile1.aspx,https://i2.wp.com/secure.usmayors.org/mayorphotos/Cantu_Benjamin!54509.jpg?w=1100&ssl=1,Manteca,CA, 81592,http://www.ci.manteca.ca.us,2022-11-08
Rich Tran,rtran@ci.milpitas.ca.gov,408-586-3029,http://www.ci.milpitas.ca.gov/dt_team/richard-tran/,https://i1.wp.com/secure.usmayors.org/mayorphotos/Tran_Rich!53300.jpg?w=1100&ssl=1,Milpitas,CA, 80430,http://www.ci.milpitas.ca.gov,2020-11-03
Todd Rogers,citycouncil@lakewoodcity.org,562-866-9771,https://www.lakewoodcity.org/council/citycouncil/rogers.asp,https://i2.wp.com/secure.usmayors.org/mayorphotos/Rogers_Todd!54680.jpg?w=1100&ssl=1,Lakewood,CA, 80140,http://www.lakewoodcity.org,2020-12-01
Allan Bernstein,abernstein@tustinca.org,714-573-3012,https://www.tustinca.org/501/Mayor-Dr-Allan-Bernstein,https://i2.wp.com/secure.usmayors.org/mayorphotos/Bernstein_Allan!54942.jpg?w=1100&ssl=1,Tustin,CA, 79795,http://www.tustinca.org,2020-12-01
Jill Techel,mayor@cityofnapa.org,707-257-9503,https://www.cityofnapa.org/254/Mayor-Jill-Techel,https://i2.wp.com/secure.usmayors.org/mayorphotos/0036100000IFgExAAL.jpg?w=1100&ssl=1,Napa,CA, 79263,http://www.cityofnapa.org,2020-11-03
Michael M. Vargas,mvargas@cityofperris.org,951-943-6100,https://www.cityofperris.org/Home/Components/StaffDirectory/StaffDirectory/2/173,https://i0.wp.com/secure.usmayors.org/mayorphotos/Vargas_Michael!53249.jpg?w=1100&ssl=1,Perris,CA, 79133,http://www.cityofperris.org,2020-11-03
Sarah Aquino,saquino@folsom.ca.us,916-798-5380,https://www.folsom.ca.us/clerk/city_council/sarah_aquino.asp,https://i1.wp.com/secure.usmayors.org/mayorphotos/Aquino_Sarah!54907.jpg?w=1100&ssl=1,Folsom,CA, 79022,http://www.folsom.ca.us,2020-12-01
Marilyn Ezzy Ashcraft,mezzyashcraft@alamedaca.gov,510-747-4745,http://www.smartvoter.org/2010/11/02/ca/alm/vote/ashcraft_m/bio.html,https://i2.wp.com/secure.usmayors.org/mayorphotos/Ashcraft_Ezzy!54468.jpg?w=1100&ssl=1,Alameda,CA, 78338,http://alamedaca.gov,2022-11-08
Juan Garza,jgarza@bellflower.org,562-804-1424,https://www.bellflower.org/council/mayor_garza.asp,https://i1.wp.com/secure.usmayors.org/mayorphotos/Garza_Juan!54895.jpg?w=1100&ssl=1,Bellflower,CA, 77131,http://www.bellflower.org,2020-12-01
Debbie Stone,debbiestoneforupland@gmail.com,909-931-4120,http://www.ci.upland.ca.us/#Mayor_&_Council_Members,https://i1.wp.com/secure.usmayors.org/mayorphotos/Stone_Debbie!53252.jpg?w=1100&ssl=1,Upland,CA, 77000,http://www.ci.upland.ca.us,2020-11-03
William 'Bill' Clarkson,bclarkson@sanramon.ca.gov,925-973-2500,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Clarkson_Bill!1053.JPG?w=1100&ssl=1,San Ramon,CA, 75839,http://www.ci.san-ramon.ca.us,2020-11-03
Manuel Lozano,mlozano@baldwinpark.com,626-813-5201,http://www.baldwinpark.com/bio/mlozano.php,https://i2.wp.com/secure.usmayors.org/mayorphotos/Lozano_Manuel!64.jpg?w=1100&ssl=1,Baldwin Park,CA, 75813,http://www.baldwinpark.com,2020-11-03
